X_05%,X_68%,X_95%,Template
10908,14273,16778,3
10805,16565,22735,3
10836,20339,24494,3
10335,17485,23198,3
10260,17429,21914,3
10112,15411,20539,3
10085,13979,15507,3
9618,14661,16216,3
9871,18296,22580,3
11140,17969,20871,3
10213,15928,17680,3
10292,18292,22475,3
10467,18731,23048,3
10027,14162,15932,3
10328,18655,22767,3
10426,18599,23411,3
11404,16782,20564,3
11555,17024,18089,3
10544,14173,15880,3
10207,16509,20925,3
10474,14482,16058,3
10490,14354,16663,3
10292,16099,21967,3
10506,16922,19731,3
11037,17077,18413,3
10398,17299,20339,3
10313,22958,25406,3
10125,17771,21890,3
10942,16831,18986,3
10922,18652,20078,3
12209,17669,26009,3
12635,18863,23186,3
11356,17170,22158,3
12225,22171,27250,3
13836,17997,22297,3
11625,16338,18196,3
11871,19661,23228,3
11620,20452,23792,3
11374,18536,23993,3
10933,16838,18755,3
10949,18258,22464,3
10860,16601,19432,3
10984,17567,23336,3
10827,20606,24914,3
11403,19873,24863,3
12180,18793,22802,3
12750,17328,19308,3
12017,20567,24383,3
10856,20972,24081,3
10380,15841,21469,3
10671,14527,15434,3
10416,16401,18086,3
10854,17916,25759,3
11679,16650,18782,3
12451,18610,19944,3
11879,18080,23009,3
11566,16709,24845,3
11152,18144,22538,3
10496,16479,19105,3
11806,19948,25156,3
11228,17202,23219,3
10868,16412,21680,3
10251,15004,17969,3
9941,17272,23643,3
10572,17232,18783,3
11385,16811,27532,3
11922,18351,20816,3
12686,19014,22360,3
12347,17112,17960,3
11376,15593,16730,3
10829,15827,17309,3
11186,17749,19203,3
11324,22861,25820,3
13451,18926,23684,3
13800,18718,19794,3
12242,23041,25800,3
12121,16818,23535,3
13349,19111,23646,3
12704,18591,28128,3
12905,19777,25855,3
12758,19355,25338,3
12777,23652,27861,3
14427,19710,21027,3
14436,18138,23720,3
12500,15790,23088,3
12459,19333,24508,3
13632,18585,20108,3
13140,18178,19720,3
13204,18294,27601,3
12865,20672,25687,3
12018,18410,26018,3
12676,16435,18684,3
13586,19416,21235,3
14348,23188,29068,3
14124,19119,20829,3
14056,19048,26430,3
13838,19494,24475,3
13587,16863,18389,3
13099,16321,18849,3
12797,17851,19391,3
13354,18783,20413,3
13807,19361,20449,3
13884,18779,23096,3
14376,19157,25517,3
13382,16838,20473,3
12148,17633,22143,3
13388,18401,19740,3
13366,18307,21343,3
11909,16765,18361,3
12239,18363,21695,3
12067,20644,23825,3
13335,16950,18854,3
12359,15168,17145,3
11851,17684,19296,3
